1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.002817321,-0.001286812,0.002029477,0.000272591,8.11E-05,0.000386242,0.000274782,0.000369375,0.000316354,0.000459557,-0.001758855,0.001804346,-0.000572749,-0.000546392,0.000691571,0.00071889,0.000806519,0.001837836,0.000524443,0.000562656
0.002747826,-0.001333442,0.001956077,0.000266654,8.04E-05,0.00038676,0.000260001,0.000355162,0.00030634,0.000454614,-0.001720777,0.001756134,-0.000630593,-0.000521212,0.000671798,0.000713431,0.000780473,0.001788192,0.000500156,0.000545224
0.002676575,-0.001378816,0.001882681,0.000259773,7.91E-05,0.000386334,0.000244246,0.000339667,0.000295378,0.000448714,-0.00168005,0.001705473,-0.000685154,-0.00049606,0.000650319,0.000706038,0.000752827,0.001735191,0.000474455,0.000526575
0.002604657,-0.001422598,0.001810432,0.000251968,7.70E-05,0.000384961,0.000227608,0.000322994,0.000283553,0.000441926,-0.001637164,0.001652961,-0.00073581,-0.000471296,0.000627355,0.000696783,0.000723893,0.001679505,0.000447558,0.000506866
0.002533152,-0.001464441,0.001740445,0.000243273,7.43E-05,0.000382653,0.000210177,0.000305241,0.000270954,0.000434325,-0.001592615,0.001599177,-0.00078196,-0.000447278,0.00060313,0.000685735,0.000693981,0.001621805,0.000419689,0.000486259
0.002463108,-0.001504,0.001673783,0.000233723,7.09E-05,0.000379409,0.000192058,0.000286516,0.000257666,0.000425981,-0.001546889,0.001544673,-0.000823036,-0.000424337,0.000577865,0.000672977,0.0006634,0.001562751,0.000391066,0.000464914
0.002395531,-0.001540918,0.001611439,0.000223365,6.66E-05,0.000375248,0.000173347,0.000266929,0.000243782,0.000416976,-0.001500463,0.001489974,-0.000858501,-0.000402785,0.00055178,0.000658597,0.000632452,0.001502991,0.000361907,0.000442992
0.002331379,-0.001574845,0.001554322,0.000212241,6.16E-05,0.000370193,0.000154147,0.000246588,0.000229392,0.000407378,-0.001453801,0.001435572,-0.000887865,-0.000382908,0.000525091,0.00064269,0.000601427,0.001443152,0.000332423,0.00042065
0.002271537,-0.001605437,0.001503236,0.000200396,5.58E-05,0.000364258,0.000134558,0.000225605,0.000214588,0.000397268,-0.001407348,0.001381917,-0.000910691,-0.000364967,0.000498007,0.000625359,0.000570607,0.001383833,0.000302824,0.000398041
0.002216804,-0.00163236,0.001458874,0.00018789,4.92E-05,0.000357474,0.000114684,0.000204094,0.000199459,0.000386721,-0.001361525,0.001329421,-0.000926593,-0.000349188,0.00047073,0.000606709,0.000540265,0.001325604,0.000273309,0.000375314
0.002167886,-0.001655303,0.0014218,0.000174776,4.19E-05,0.000349875,9.46E-05,0.000182166,0.000184094,0.000375806,-0.00131673,0.001278452,-0.000935256,-0.000335768,0.000443453,0.000586845,0.000510659,0.001269,0.000244067,0.000352605
0.002125383,-0.001673974,0.001392442,0.000161114,3.37E-05,0.000341493,7.45E-05,0.00015993,0.00016858,0.000364599,-0.001273332,0.001229329,-0.000936429,-0.000324868,0.000416359,0.000565885,0.000482022,0.001214515,0.000215279,0.000330057
0.002089789,-0.001688105,0.001371077,0.000146969,2.49E-05,0.000332373,5.44E-05,0.000137503,0.000153002,0.000353167,-0.001231663,0.001182332,-0.000929932,-0.000316616,0.000389619,0.000543947,0.000454575,0.0011626,0.000187113,0.000307788
0.00206146,-0.001697465,0.001357839,0.000132406,1.54E-05,0.000322557,3.43E-05,0.000114985,0.000137439,0.00034158,-0.001192018,0.001137687,-0.000915658,-0.000311102,0.000363393,0.000521147,0.000428522,0.001113661,0.000159727,0.000285921
0.002040641,-0.001701857,0.001352709,0.000117496,5.15E-06,0.000312093,1.45E-05,9.25E-05,0.000121973,0.0003299,-0.001154659,0.001095574,-0.00089358,-0.000308375,0.000337825,0.00049761,0.000404044,0.001068053,0.000133264,0.000264563
0.002027436,-0.001701121,0.001355522,0.000102304,-5.65E-06,0.000301033,-4.99E-06,7.01E-05,0.000106674,0.000318187,-0.001119808,0.001056128,-0.000863739,-0.000308457,0.000313048,0.000473457,0.000381302,0.001026086,0.000107853,0.000243813
0.002021828,-0.001695139,0.001365972,8.69E-05,-1.70E-05,0.000289428,-2.41E-05,4.79E-05,9.16E-05,0.000306504,-0.001087635,0.001019433,-0.000826253,-0.000311327,0.000289184,0.000448812,0.000360431,0.00098801,8.36E-05,0.000223762
0.002023675,-0.001683835,0.001383619,7.14E-05,-2.88E-05,0.000277341,-4.28E-05,2.61E-05,7.69E-05,0.000294898,-0.001058277,0.000985531,-0.000781313,-0.000316932,0.000266336,0.000423798,0.00034154,0.00095403,6.06E-05,0.000204483
0.002032713,-0.001667187,0.001407912,5.58E-05,-4.11E-05,0.000264823,-6.10E-05,4.63E-06,6.25E-05,0.000283423,-0.001031826,0.000954419,-0.000729175,-0.000325189,0.000244591,0.000398537,0.000324731,0.000924291,3.90E-05,0.000186042
0.002048573,-0.001645211,0.00143818,4.02E-05,-5.36E-05,0.000251945,-7.85E-05,-1.63E-05,4.85E-05,0.000272123,-0.001008324,0.00092605,-0.000670162,-0.000335976,0.000224028,0.000373147,0.000310065,0.000898892,1.88E-05,0.000168502
0.00207078,-0.001617969,0.001473674,2.48E-05,-6.65E-05,0.00023876,-9.54E-05,-3.68E-05,3.50E-05,0.000261041,-0.00098778,0.000900342,-0.000604655,-0.000349149,0.000204706,0.00034775,0.000297586,0.00087788,6.90E-08,0.0001519
0.002098774,-0.001585567,0.001513573,9.49E-06,-7.94E-05,0.000225334,-0.000111589,-5.65E-05,2.20E-05,0.000250209,-0.000970154,0.000877171,-0.000533096,-0.000364535,0.000186674,0.000322461,0.000287318,0.000861249,-1.71E-05,0.000136277
0.002131916,-0.001548154,0.001556991,-5.55E-06,-9.25E-05,0.000211734,-0.000126979,-7.56E-05,9.55E-06,0.000239666,-0.000955375,0.000856385,-0.00045597,-0.000381934,0.000169965,0.000297389,0.000279257,0.000848944,-3.28E-05,0.000121652
0.002169505,-0.001505928,0.001603012,-2.03E-05,-0.000105494,0.000198021,-0.000141541,-9.39E-05,-2.30E-06,0.000229435,-0.000943321,0.0008378,-0.00037381,-0.00040113,0.000154597,0.000272643,0.000273384,0.000840872,-4.69E-05,0.00010804
0.002210785,-0.001459107,0.001650695,-3.46E-05,-0.000118402,0.000184262,-0.000155246,-0.000111366,-1.35E-05,0.000219541,-0.000933852,0.000821206,-0.000287187,-0.000421883,0.000140581,0.000248329,0.000269645,0.000836886,-5.95E-05,9.54E-05
0.002254972,-0.001407951,0.001699088,-4.85E-05,-0.000131093,0.000170513,-0.000168058,-0.000127974,-2.42E-05,0.000210003,-0.000926786,0.000806371,-0.000196702,-0.000443944,0.000127911,0.00022454,0.000267985,0.000836808,-7.06E-05,8.39E-05
0.002301252,-0.001352748,0.001747249,-6.18E-05,-0.000143478,0.000156844,-0.000179948,-0.00014367,-3.41E-05,0.000200836,-0.000921922,0.000793048,-0.000102984,-0.000467051,0.000116574,0.000201371,0.000268311,0.000840414,-8.01E-05,7.33E-05
0.002348799,-0.001293816,0.001794253,-7.45E-05,-0.00015546,0.000143306,-0.000190903,-0.000158413,-4.34E-05,0.000192052,-0.000919025,0.000780973,-6.69E-06,-0.000490931,0.000106541,0.000178908,0.000270528,0.000847456,-8.82E-05,6.37E-05
0.002396792,-0.001231495,0.001839213,-8.66E-05,-0.000166947,0.000129959,-0.000200906,-0.000172174,-5.21E-05,0.000183653,-0.000917849,0.000769876,9.15E-05,-0.00051531,9.78E-05,0.000157232,0.000274507,0.000857649,-9.49E-05,5.50E-05
0.002444416,-0.001166142,0.001881281,-9.79E-05,-0.00017785,0.000116859,-0.000209954,-0.000184932,-6.01E-05,0.000175649,-0.000918129,0.000759481,0.000190966,-0.000539907,9.02E-05,0.000136413,0.000280121,0.000870684,-0.000100318,4.72E-05
0.002490881,-0.001098139,0.001919655,-0.000108528,-0.000188085,0.000104063,-0.000218046,-0.000196666,-6.74E-05,0.000168037,-0.000919591,0.000749512,0.000290958,-0.00056445,8.39E-05,0.00011652,0.000287215,0.00088623,-0.000104428,4.03E-05
0.002535428,-0.001027873,0.001953596,-0.000118308,-0.000197569,9.16E-05,-0.000225189,-0.000207364,-7.41E-05,0.000160809,-0.000921949,0.000739697,0.000390812,-0.000588668,7.87E-05,9.76E-05,0.000295633,0.000903937,-0.000107361,3.42E-05
0.002577322,-0.000955747,0.001982433,-0.000127224,-0.000206232,7.96E-05,-0.000231396,-0.000217019,-8.01E-05,0.000153964,-0.000924921,0.000729773,0.000489839,-0.000612295,7.45E-05,7.97E-05,0.000305197,0.000923444,-0.000109207,2.88E-05
0.002615881,-0.000882168,0.002005552,-0.000135249,-0.000214002,6.79E-05,-0.000236686,-0.000225632,-8.56E-05,0.000147488,-0.000928219,0.000719487,0.000587359,-0.000635082,7.13E-05,6.29E-05,0.000315735,0.000944378,-0.000110059,2.41E-05
0.002650458,-0.000807547,0.002022422,-0.000142351,-0.000220816,5.68E-05,-0.000241083,-0.000233208,-9.04E-05,0.00014137,-0.000931563,0.000708605,0.000682701,-0.000656786,6.90E-05,4.72E-05,0.000327056,0.000966358,-0.000110022,2.01E-05
0.002680464,-0.000732297,0.00203258,-0.000148504,-0.000226625,4.61E-05,-0.000244614,-0.000239757,-9.47E-05,0.000135598,-0.000934684,0.00069691,0.000775208,-0.000677182,6.76E-05,3.27E-05,0.00033897,0.000989004,-0.000109196,1.66E-05
0.002705366,-0.000656826,0.002035644,-0.00015369,-0.00023138,3.60E-05,-0.000247318,-0.000245296,-9.85E-05,0.000130151,-0.000937325,0.000684212,0.000864239,-0.000696065,6.69E-05,1.93E-05,0.000351282,0.001011935,-0.000107693,1.36E-05
0.002724676,-0.000581548,0.002031314,-0.000157901,-0.000235045,2.65E-05,-0.000249226,-0.000249842,-0.000101748,0.000125011,-0.000939237,0.000670338,0.000949168,-0.000713245,6.70E-05,7.11E-06,0.000363804,0.001034781,-0.00010562,1.11E-05
0.002737976,-0.000506867,0.002019367,-0.000161127,-0.000237594,1.75E-05,-0.000250386,-0.000253422,-0.000104534,0.00012016,-0.000940202,0.000655155,0.001029399,-0.000728558,6.76E-05,-3.92E-06,0.000376337,0.001057174,-0.000103085,8.87E-06
0.002744894,-0.000433181,0.001999663,-0.000163374,-0.000239004,9.10E-06,-0.000250844,-0.000256064,-0.000106887,0.000115579,-0.000940016,0.000638554,0.00110436,-0.000741855,6.88E-05,-1.38E-05,0.000388697,0.001078763,-0.0001002,6.97E-06
0.002745125,-0.00036088,0.001972153,-0.000164648,-0.00023927,1.32E-06,-0.000250643,-0.000257801,-0.000108843,0.000111245,-0.000938498,0.000620453,0.001173506,-0.000753016,7.05E-05,-2.25E-05,0.000400696,0.001099215,-9.71E-05,5.31E-06
0.002738422,-0.000290348,0.001936864,-0.000164968,-0.000238394,-5.84E-06,-0.000249839,-0.00025867,-0.00011044,0.000107133,-0.000935495,0.000600813,0.001236331,-0.000761944,7.26E-05,-3.00E-05,0.00041216,0.00111821,-9.38E-05,3.82E-06
0.002724596,-0.000221965,0.001893911,-0.000164362,-0.000236382,-1.24E-05,-0.000248486,-0.000258711,-0.00011172,0.000103225,-0.000930879,0.000579621,0.00129236,-0.000768565,7.50E-05,-3.64E-05,0.000422916,0.001135455,-9.05E-05,2.44E-06
0.002703528,-0.000156087,0.001843494,-0.000162853,-0.000233254,-1.83E-05,-0.000246637,-0.000257967,-0.000112718,9.95E-05,-0.000924554,0.000556902,0.001341166,-0.000772827,7.77E-05,-4.18E-05,0.000432814,0.001150675,-8.72E-05,1.12E-06
0.002675142,-9.31E-05,0.001785902,-0.000160479,-0.000229043,-2.37E-05,-0.000244348,-0.00025648,-0.000113476,9.59E-05,-0.000916448,0.00053271,0.00138236,-0.000774712,8.05E-05,-4.60E-05,0.000441698,0.00116363,-8.41E-05,-1.96E-07
0.002639439,-3.32E-05,0.001721505,-0.000157288,-0.000223786,-2.84E-05,-0.000241675,-0.000254302,-0.000114031,9.25E-05,-0.000906526,0.000507136,0.001415604,-0.000774213,8.36E-05,-4.93E-05,0.000449444,0.001174099,-8.12E-05,-1.56E-06
0.002596468,2.30E-05,0.001650771,-0.000153329,-0.00021753,-3.26E-05,-0.000238679,-0.000251482,-0.000114417,8.92E-05,-0.000894774,0.0004803,0.001440611,-0.000771357,8.67E-05,-5.16E-05,0.000455924,0.001181897,-7.86E-05,-3.01E-06
0.002546349,7.55E-05,0.001574239,-0.000148653,-0.000210329,-3.62E-05,-0.000235413,-0.000248065,-0.000114672,8.59E-05,-0.000881219,0.000452348,0.001457147,-0.000766191,8.99E-05,-5.30E-05,0.000461042,0.001186865,-7.64E-05,-4.58E-06
0.002489252,0.00012384,0.001492549,-0.000143323,-0.000202246,-3.93E-05,-0.000231934,-0.000244111,-0.000114831,8.28E-05,-0.000865907,0.000423456,0.001465037,-0.000758782,9.31E-05,-5.35E-05,0.000464702,0.00118888,-7.45E-05,-6.31E-06
0.002425412,0.000167777,0.001406411,-0.000137408,-0.000193354,-4.19E-05,-0.000228294,-0.000239668,-0.000114923,7.97E-05,-0.000848917,0.000393821,0.001464168,-0.000749217,9.63E-05,-5.33E-05,0.000466837,0.001187849,-7.32E-05,-8.22E-06
0.002355114,0.000207058,0.001316625,-0.00013098,-0.000183727,-4.39E-05,-0.000224548,-0.000234787,-0.00011498,7.67E-05,-0.000830353,0.000363663,0.001454486,-0.000737601,9.94E-05,-5.23E-05,0.000467395,0.001183715,-7.24E-05,-1.03E-05
0.002278716,0.000241454,0.001224055,-0.000124106,-0.000173451,-4.55E-05,-0.000220745,-0.000229527,-0.000115029,7.37E-05,-0.000810353,0.000333218,0.00143601,-0.000724061,0.00010245,-5.06E-05,0.000466333,0.001176446,-7.21E-05,-1.27E-05
0.002196618,0.000270749,0.00112964,-0.000116868,-0.000162607,-4.67E-05,-0.000216935,-0.000223937,-0.000115096,7.07E-05,-0.000789066,0.000302734,0.001408819,-0.000708735,0.000105374,-4.84E-05,0.000463632,0.001166051,-7.23E-05,-1.52E-05
0.002109281,0.000294758,0.001034377,-0.000109348,-0.000151292,-4.74E-05,-0.00021316,-0.000218073,-0.0001152,6.77E-05,-0.000766674,0.000272468,0.001373065,-0.000691778,0.000108169,-4.56E-05,0.000459294,0.001152567,-7.32E-05,-1.80E-05
0.002017222,0.000313318,0.000939317,-0.000101625,-0.0001396,-4.78E-05,-0.000209458,-0.000211981,-0.000115362,6.47E-05,-0.000743369,0.000242685,0.001328965,-0.00067335,0.000110819,-4.23E-05,0.000453327,0.001136057,-7.46E-05,-2.10E-05
0.001921004,0.000326299,0.000845546,-9.38E-05,-0.000127626,-4.79E-05,-0.000205875,-0.000205717,-0.000115596,6.17E-05,-0.000719367,0.000213649,0.001276804,-0.000653624,0.000113312,-3.87E-05,0.000445763,0.001116622,-7.66E-05,-2.42E-05
0.001821242,0.000333593,0.000754183,-8.59E-05,-0.000115466,-4.76E-05,-0.000202437,-0.000199328,-0.000115914,5.87E-05,-0.000694897,0.000185621,0.001216933,-0.000632781,0.000115644,-3.47E-05,0.000436653,0.001094382,-7.91E-05,-2.75E-05
0.001718597,0.000335133,0.000666351,-7.81E-05,-0.000103225,-4.71E-05,-0.000199176,-0.000192861,-0.00011633,5.57E-05,-0.000670192,0.000158855,0.001149771,-0.000611004,0.000117806,-3.05E-05,0.000426056,0.001069489,-8.21E-05,-3.11E-05
0.001613765,0.000330879,0.00058317,-7.04E-05,-9.10E-05,-4.63E-05,-0.000196116,-0.000186361,-0.000116844,5.27E-05,-0.0006455,0.000133592,0.001075791,-0.000588479,0.000119797,-2.61E-05,0.00041405,0.001042114,-8.57E-05,-3.48E-05
0.001507479,0.000320835,0.000505742,-6.29E-05,-7.89E-05,-4.53E-05,-0.00019328,-0.000179869,-0.00011746,4.97E-05,-0.000621066,0.000110062,0.000995528,-0.000565392,0.00012162,-2.16E-05,0.000400727,0.001012454,-8.97E-05,-3.87E-05
0.001400503,0.000305033,0.000435111,-5.58E-05,-6.70E-05,-4.42E-05,-0.000190682,-0.000173427,-0.000118181,4.66E-05,-0.00059714,8.85E-05,0.00090957,-0.000541925,0.00012327,-1.70E-05,0.000386183,0.000980723,-9.40E-05,-4.26E-05
0.001293621,0.000283553,0.000372267,-4.89E-05,-5.53E-05,-4.28E-05,-0.000188334,-0.000167072,-0.000118999,4.36E-05,-0.000573965,6.90E-05,0.00081855,-0.000518262,0.000124756,-1.24E-05,0.00037054,0.000947152,-9.88E-05,-4.66E-05
0.001187631,0.000256512,0.000318109,-4.26E-05,-4.41E-05,-4.14E-05,-0.00018624,-0.00016084,-0.000119911,4.06E-05,-0.000551779,5.19E-05,0.000723142,-0.000494571,0.00012608,-7.86E-06,0.000353916,0.000911986,-0.00010375,-5.07E-05
0.00108334,0.00022407,0.00027343,-3.67E-05,-3.33E-05,-3.98E-05,-0.000184407,-0.000154758,-0.000120908,3.75E-05,-0.000530807,3.71E-05,0.000624059,-0.000471018,0.00012725,-3.41E-06,0.00033645,0.000875477,-0.000108958,-5.47E-05
0.000981558,0.000186432,0.000238903,-3.14E-05,-2.31E-05,-3.82E-05,-0.000182828,-0.000148857,-0.000121976,3.45E-05,-0.000511268,2.50E-05,0.000522038,-0.00044776,0.000128269,8.96E-07,0.000318278,0.000837896,-0.000114305,-5.86E-05
0.00088307,0.000143847,0.000215048,-2.67E-05,-1.35E-05,-3.64E-05,-0.000181497,-0.000143162,-0.000123103,3.16E-05,-0.000493353,1.54E-05,0.000417843,-0.000424941,0.000129147,5.02E-06,0.000299544,0.000799505,-0.000119723,-6.24E-05
0.000788658,9.66E-05,0.000202242,-2.27E-05,-4.52E-06,-3.47E-05,-0.000180406,-0.000137695,-0.000124272,2.86E-05,-0.000477241,8.57E-06,0.000312245,-0.000402686,0.00012989,8.93E-06,0.000280401,0.000760583,-0.000125133,-6.61E-05
0.00069906,4.51E-05,0.000200684,-1.94E-05,3.70E-06,-3.29E-05,-0.000179535,-0.000132471,-0.000125465,2.58E-05,-0.000463082,4.42E-06,0.00020602,-0.000381117,0.000130504,1.26E-05,0.000261003,0.000721398,-0.00013046,-6.96E-05
0.00061498,-1.04E-05,0.000210405,-1.68E-05,1.12E-05,-3.11E-05,-0.000178867,-0.000127508,-0.000126661,2.30E-05,-0.000451011,2.95E-06,9.99E-05,-0.000360335,0.000130995,1.60E-05,0.000241505,0.000682219,-0.000135627,-7.29E-05
0.000537077,-6.94E-05,0.000231257,-1.49E-05,1.78E-05,-2.93E-05,-0.00017838,-0.000122812,-0.000127842,2.03E-05,-0.00044112,4.13E-06,-5.21E-06,-0.00034042,0.00013137,1.91E-05,0.000222064,0.00064331,-0.000140557,-7.59E-05
0.000465945,-0.000131461,0.000262912,-1.39E-05,2.36E-05,-2.75E-05,-0.000178051,-0.000118397,-0.000128987,1.77E-05,-0.000433477,7.89E-06,-0.000108717,-0.00032145,0.000131634,2.19E-05,0.000202827,0.000604928,-0.000145176,-7.86E-05
0.000402121,-0.000196029,0.000304885,-1.36E-05,2.85E-05,-2.57E-05,-0.000177844,-0.000114264,-0.000130067,1.52E-05,-0.000428127,1.41E-05,-0.000209841,-0.000303476,0.000131789,2.44E-05,0.000183947,0.000567314,-0.000149409,-8.09E-05
0.000346058,-0.000262586,0.000356527,-1.41E-05,3.26E-05,-2.39E-05,-0.000177737,-0.000110414,-0.000131066,1.29E-05,-0.000425075,2.27E-05,-0.000307903,-0.000286535,0.000131842,2.66E-05,0.000165579,0.000530702,-0.000153186,-8.29E-05
